commune;code_insee;departement;geo_point_2d
YMONVILLE;28426;EURE-ET-LOIR;48.2495983689,1.75055866938
ARGOL;29001;FINISTERE;48.2496052712,-4.29867172624
ARZANO;29002;FINISTERE;47.8927527459,-3.44326646496
AUDIERNE;29003;FINISTERE;48.0241077574,-4.54448750165
BANNALEC;29004;FINISTERE;47.9350863729,-3.69536960662
BAYE;29005;FINISTERE;47.8554611987,-3.61273705722
BENODET;29006;FINISTERE;47.8780985371,-4.07751294821
BERRIEN;29007;FINISTERE;48.4027305051,-3.76524444228
BEUZEC-CAP-SIZUN;29008;FINISTERE;48.0717542642,-4.50670939299
BODILIS;29010;FINISTERE;48.5153978832,-4.12063096019
BOHARS;29011;FINISTERE;48.4318157776,-4.52163441138
BOLAZEC;29012;FINISTERE;48.4425412035,-3.59509375301
BOTMEUR;29013;FINISTERE;48.3762281047,-3.92275613595
BOTSORHEL;29014;FINISTERE;48.5059126772,-3.62885625476
BOURG-BLANC;29015;FINISTERE;48.4956224464,-4.49991805356
BRASPARTS;29016;FINISTERE;48.319245053,-3.95010933279
BRELES;29017;FINISTERE;48.4709032483,-4.68640383039
BRENNILIS;29018;FINISTERE;48.3596142812,-3.85052670212
BREST;29019;FINISTERE;48.4004997828,-4.5027907853
BRIEC;29020;FINISTERE;48.0935971343,-4.02078477146
BRIGNOGAN-PLAGE;29021;FINISTERE;48.6673259175,-4.33395670694
CAMARET-SUR-MER;29022;FINISTERE;48.2683595403,-4.58763072295
CARANTEC;29023;FINISTERE;48.6553588661,-3.91293697247
CARHAIX-PLOUGUER;29024;FINISTERE;48.2687578823,-3.56626363851
CAST;29025;FINISTERE;48.1490980732,-4.11928421519
CHATEAULIN;29026;FINISTERE;48.2032973995,-4.07350636234
CHATEAUNEUF-DU-FAOU;29027;FINISTERE;48.1889732859,-3.82126129764
CLEDEN-CAP-SIZUN;29028;FINISTERE;48.0539041456,-4.65683195318
CLEDEN-POHER;29029;FINISTERE;48.2430990086,-3.66446573212
CLEDER;29030;FINISTERE;48.6605439147,-4.12447333857
CLOHARS-CARNOET;29031;FINISTERE;47.7943407144,-3.56681364982
CLOHARS-FOUESNANT;29032;FINISTERE;47.8977205626,-4.08306379638
LE CLOITRE-PLEYBEN;29033;FINISTERE;48.2580934437,-3.89646330855
LE CLOITRE-SAINT-THEGONNEC;29034;FINISTERE;48.4598098914,-3.79230371205
COAT-MEAL;29035;FINISTERE;48.5056460194,-4.53993489301
COLLOREC;29036;FINISTERE;48.2916222474,-3.77150132255
COMBRIT;29037;FINISTERE;47.8868597702,-4.16414997559
COMMANA;29038;FINISTERE;48.4102306361,-3.97012687185
CONCARNEAU;29039;FINISTERE;47.8966260003,-3.90716871821
LE CONQUET;29040;FINISTERE;48.3555977933,-4.76234204122
CORAY;29041;FINISTERE;48.0658709885,-3.85508306366
CROZON;29042;FINISTERE;48.2449715382,-4.49170347769
DAOULAS;29043;FINISTERE;48.3556171756,-4.26327586414
DINEAULT;29044;FINISTERE;48.2166455285,-4.16674767247
DIRINON;29045;FINISTERE;48.4011232723,-4.26930832464
DOUARNENEZ;29046;FINISTERE;48.0806526556,-4.32784220122
LE DRENNEC;29047;FINISTERE;48.5330700302,-4.38126617487
EDERN;29048;FINISTERE;48.1199968279,-3.96022667408
ELLIANT;29049;FINISTERE;48.0078908681,-3.90263136694
ERGUE-GABERIC;29051;FINISTERE;48.0120306692,-4.0074505723
ESQUIBIEN;29052;FINISTERE;48.0285435257,-4.56510692313
LE FAOU;29053;FINISTERE;48.3059334041,-4.1421494556
LA FEUILLEE;29054;FINISTERE;48.391234337,-3.85236345367
LE FOLGOET;29055;FINISTERE;48.5666216124,-4.35251906312
LA FOREST-LANDERNEAU;29056;FINISTERE;48.4342711427,-4.31491864921
LA FORET-FOUESNANT;29057;FINISTERE;47.9201547936,-3.96862628403
FOUESNANT;29058;FINISTERE;47.8783078862,-4.01834628474
GARLAN;29059;FINISTERE;48.6042377038,-3.766678483
GOUESNACH;29060;FINISTERE;47.9170974917,-4.11118575976
GOUESNOU;29061;FINISTERE;48.446717951,-4.46327934378
GOUEZEC;29062;FINISTERE;48.1700681159,-3.97240970472
GOULIEN;29063;FINISTERE;48.0579729785,-4.59260441586
GOULVEN;29064;FINISTERE;48.6242161678,-4.29555054376
GOURLIZON;29065;FINISTERE;48.0256773072,-4.2699574074
GUENGAT;29066;FINISTERE;48.0409767863,-4.19583398149
GUERLESQUIN;29067;FINISTERE;48.5315286912,-3.58783458581
GUICLAN;29068;FINISTERE;48.5431945117,-3.97996345952
GUILERS;29069;FINISTERE;48.4189328656,-4.56200695639
GUILER-SUR-GOYEN;29070;FINISTERE;48.0170524015,-4.36131542798
GUILLIGOMARC'H;29071;FINISTERE;47.9433635346,-3.42652509453
GUILVINEC;29072;FINISTERE;47.8012448483,-4.28617785695
GUIMAEC;29073;FINISTERE;48.6787759026,-3.7057088823
GUIMILIAU;29074;FINISTERE;48.4813913832,-3.99675935444
GUIPAVAS;29075;FINISTERE;48.4307008294,-4.39621450084
GUIPRONVEL;29076;FINISTERE;48.4913026079,-4.56960723712
GUISSENY;29077;FINISTERE;48.6169101259,-4.41110953523
HANVEC;29078;FINISTERE;48.330060559,-4.13907964389
HENVIC;29079;FINISTERE;48.6328783034,-3.93010149284
HOPITAL-CAMFROUT;29080;FINISTERE;48.3241129491,-4.23905082012
HUELGOAT;29081;FINISTERE;48.3615514061,-3.75817537147
ILE-DE-BATZ;29082;FINISTERE;48.7453786907,-4.01403204565
ILE-DE-SEIN;29083;FINISTERE;48.0384480983,-4.8577259366
ILE-MOLENE;29084;FINISTERE;48.3954039142,-4.96040618355
ILE-TUDY;29085;FINISTERE;47.8527643575,-4.16160884308
IRVILLAC;29086;FINISTERE;48.3668454247,-4.20163770975
LE JUCH;29087;FINISTERE;48.0555333379,-4.2656946244
KERGLOFF;29089;FINISTERE;48.2804454858,-3.64568859404
KERLAZ;29090;FINISTERE;48.0912560808,-4.26315829954
KERLOUAN;29091;FINISTERE;48.6474993428,-4.37874276667
KERNILIS;29093;FINISTERE;48.5750998545,-4.41083287138
KERNOUES;29094;FINISTERE;48.5939427293,-4.34472609199
KERSAINT-PLABENNEC;29095;FINISTERE;48.4792039548,-4.36259963569
LAMPAUL-GUIMILIAU;29097;FINISTERE;48.4836867404,-4.04069753915
LAMPAUL-PLOUARZEL;29098;FINISTERE;48.4502704596,-4.76463637416
LAMPAUL-PLOUDALMEZEAU;29099;FINISTERE;48.5533742758,-4.64744640703
LANARVILY;29100;FINISTERE;48.5609189419,-4.38280376453
LANDEDA;29101;FINISTERE;48.5889449364,-4.57696807959
LANDELEAU;29102;FINISTERE;48.2527721686,-3.73269779844
LANDERNEAU;29103;FINISTERE;48.4507528968,-4.2643453824
LANDEVENNEC;29104;FINISTERE;48.2809218863,-4.31254922353
LANDIVISIAU;29105;FINISTERE;48.5160095172,-4.06130712731
LANDREVARZEC;29106;FINISTERE;48.0895670142,-4.0756482989
LANDUDAL;29107;FINISTERE;48.0564737827,-3.97703879663
LANDUDEC;29108;FINISTERE;47.995931967,-4.32763243057
LANDUNVEZ;29109;FINISTERE;48.5343990673,-4.72936031932
LANGOLEN;29110;FINISTERE;48.0746211195,-3.91654516046
LANHOUARNEAU;29111;FINISTERE;48.5756574548,-4.20447791215
LANILDUT;29112;FINISTERE;48.4817500302,-4.73355077306
LANMEUR;29113;FINISTERE;48.6422856772,-3.72150726113
LANNEANOU;29114;FINISTERE;48.4980971712,-3.66516986251
LANNEDERN;29115;FINISTERE;48.2892302936,-3.90201748494
LANNEUFFRET;29116;FINISTERE;48.49529484,-4.20213358144
LANNILIS;29117;FINISTERE;48.569680781,-4.52393031535
LANRIVOARE;29119;FINISTERE;48.4660390019,-4.63526600246
LANVEOC;29120;FINISTERE;48.275777582,-4.44432214727
LAZ;29122;FINISTERE;48.135398381,-3.83990955332
LENNON;29123;FINISTERE;48.2050048931,-3.90339473931
LESNEVEN;29124;FINISTERE;48.5801251196,-4.31293757639
LEUHAN;29125;FINISTERE;48.1006333351,-3.77816667644
LOC-BREVALAIRE;29126;FINISTERE;48.5541583182,-4.40680890796
LOC-EGUINER-SAINT-THEGONNEC;29127;FINISTERE;48.4562642523,-3.95328770714
LOC-EGUINER;29128;FINISTERE;48.4763432198,-4.09270685013
LOCMARIA-BERRIEN;29129;FINISTERE;48.3580778048,-3.70022410218
LOCMARIA-PLOUZANE;29130;FINISTERE;48.3707952955,-4.65000050558
LOCMELAR;29131;FINISTERE;48.450277854,-4.05818755102
LOCQUENOLE;29132;FINISTERE;48.6234794201,-3.86347353268
LOCQUIREC;29133;FINISTERE;48.6831366795,-3.66753133845
LOCRONAN;29134;FINISTERE;48.0978281716,-4.21322277368
LOCTUDY;29135;FINISTERE;47.8239824718,-4.1873881827
LOCUNOLE;29136;FINISTERE;47.9243454961,-3.48583985781
LOGONNA-DAOULAS;29137;FINISTERE;48.3286587483,-4.28895101549
LOPEREC;29139;FINISTERE;48.3017361102,-4.03428132272
LOPERHET;29140;FINISTERE;48.3840209584,-4.31381265183
LOQUEFFRET;29141;FINISTERE;48.3294972267,-3.85916862997
LOTHEY;29142;FINISTERE;48.1833807935,-4.02633181773
MAHALON;29143;FINISTERE;48.0273634035,-4.41897227168
LA MARTYRE;29144;FINISTERE;48.4367154083,-4.17012102648
CONFORT-MEILARS;29145;FINISTERE;48.0555503715,-4.43487649608
MELGVEN;29146;FINISTERE;47.9129471121,-3.84206992486
MELLAC;29147;FINISTERE;47.8984536688,-3.58813673533
MESPAUL;29148;FINISTERE;48.6146743886,-4.0326431567
MILIZAC;29149;FINISTERE;48.4584867435,-4.56837656618
MOELAN-SUR-MER;29150;FINISTERE;47.8061076978,-3.64546918043
MORLAIX;29151;FINISTERE;48.5996746612,-3.82052019963
MOTREFF;29152;FINISTERE;48.2197857067,-3.56230710183
NEVEZ;29153;FINISTERE;47.8154082656,-3.77625131302
OUESSANT;29155;FINISTERE;48.4601042319,-5.08534533544
PENCRAN;29156;FINISTERE;48.4436093794,-4.22125825174
PENMARCH;29158;FINISTERE;47.8121478804,-4.34003367039
PEUMERIT;29159;FINISTERE;47.9464369545,-4.29604672323
PLABENNEC;29160;FINISTERE;48.4938327293,-4.41894214636
PLEUVEN;29161;FINISTERE;47.9151360356,-4.04624585302
PLEYBEN;29162;FINISTERE;48.2381882091,-3.97526740601
PLEYBER-CHRIST;29163;FINISTERE;48.5106294625,-3.87174749946
PLOBANNALEC-LESCONIL;29165;FINISTERE;47.8217825314,-4.22818604821
PLOEVEN;29166;FINISTERE;48.1580700444,-4.21291088253
PLOGASTEL-SAINT-GERMAIN;29167;FINISTERE;47.9772934585,-4.26371081296
PLOGOFF;29168;FINISTERE;48.0349240899,-4.68065084033
PLOGONNEC;29169;FINISTERE;48.0728440242,-4.1591436628
PLOMELIN;29170;FINISTERE;47.9356261766,-4.15034793937
PLOMEUR;29171;FINISTERE;47.8382971548,-4.29445064417
PLOMODIERN;29172;FINISTERE;48.1808861007,-4.21781568947
PLONEIS;29173;FINISTERE;48.0113210792,-4.20934732708
PLONEOUR-LANVERN;29174;FINISTERE;47.9084114652,-4.26536047982
PLONEVEZ-DU-FAOU;29175;FINISTERE;48.2558447304,-3.82335085497
PLONEVEZ-PORZAY;29176;FINISTERE;48.1272296746,-4.23927606607
PLOUARZEL;29177;FINISTERE;48.4388139541,-4.72098791588
PLOUDALMEZEAU;29178;FINISTERE;48.5380194426,-4.66954529014
PLOUDANIEL;29179;FINISTERE;48.5230558972,-4.31368733592
PLOUDIRY;29180;FINISTERE;48.4572473494,-4.12922591839
PLOUEDERN;29181;FINISTERE;48.4827412998,-4.25245153196
PLOUEGAT-GUERAND;29182;FINISTERE;48.621971426,-3.6705039462
PLOUEGAT-MOYSAN;29183;FINISTERE;48.5695720823,-3.61681684116
PLOUENAN;29184;FINISTERE;48.6212293904,-3.981458033
PLOUESCAT;29185;FINISTERE;48.6657604594,-4.17989213924
PLOUEZOC'H;29186;FINISTERE;48.6370431885,-3.81553533985
PLOUGAR;29187;FINISTERE;48.5563599197,-4.12888327343
PLOUGASNOU;29188;FINISTERE;48.6775667227,-3.8123079305
PLOUGASTEL-DAOULAS;29189;FINISTERE;48.3601932144,-4.38292105021
PLOUGONVELIN;29190;FINISTERE;48.3513274854,-4.71760872698
PLOUGONVEN;29191;FINISTERE;48.5052769563,-3.72721201852
PLOUGOULM;29192;FINISTERE;48.655920654,-4.04176176078
PLOUGOURVEST;29193;FINISTERE;48.5535956493,-4.07375029221
PLOUGUERNEAU;29195;FINISTERE;48.6030672193,-4.48961925754
PLOUGUIN;29196;FINISTERE;48.52926645,-4.59194113774
PLOUHINEC;29197;FINISTERE;48.0137327427,-4.48457090531
PLOUIDER;29198;FINISTERE;48.602186011,-4.29367754752
PLOUIGNEAU;29199;FINISTERE;48.5736126699,-3.7040741716
PLOUMOGUER;29201;FINISTERE;48.3995302533,-4.71529077573
PLOUNEOUR-MENEZ;29202;FINISTERE;48.4451584128,-3.88112677396
PLOUNEOUR-TREZ;29203;FINISTERE;48.6478999131,-4.3294006233
PLOUNEVENTER;29204;FINISTERE;48.5209452812,-4.2090017471
PLOUNEVEZEL;29205;FINISTERE;48.3124244266,-3.57451157796
PLOUNEVEZ-LOCHRIST;29206;FINISTERE;48.6198454528,-4.19874644192
PLOURIN-LES-MORLAIX;29207;FINISTERE;48.5219190432,-3.80057587276
PLOURIN;29208;FINISTERE;48.503013638,-4.68383669582
PLOUVIEN;29209;FINISTERE;48.5390737689,-4.46505517448
PLOUVORN;29210;FINISTERE;48.5765978002,-4.02210161181
PLOUYE;29211;FINISTERE;48.3207546118,-3.73395205776
PLOUZANE;29212;FINISTERE;48.3774359933,-4.59923891903
PLOUZEVEDE;29213;FINISTERE;48.5919150435,-4.0954616679
PLOVAN;29214;FINISTERE;47.9325748846,-4.36035398451
PLOZEVET;29215;FINISTERE;47.9832115947,-4.40960157261
PLUGUFFAN;29216;FINISTERE;47.972064955,-4.18686466839
PONT-AVEN;29217;FINISTERE;47.8724810212,-3.76601956645
PONT-CROIX;29218;FINISTERE;48.0467363685,-4.49625193041
LE PONTHOU;29219;FINISTERE;48.557360122,-3.63959984291
PONT-L'ABBE;29220;FINISTERE;47.8654885488,-4.21962319652
PORSPODER;29221;FINISTERE;48.498709078,-4.75352482968
PORT-LAUNAY;29222;FINISTERE;48.2176622722,-4.08308169881
POULDERGAT;29224;FINISTERE;48.0406832408,-4.32643354494
POULDREUZIC;29225;FINISTERE;47.9612717515,-4.36413265082
POULLAN-SUR-MER;29226;FINISTERE;48.0772593161,-4.39719631151
POULLAOUEN;29227;FINISTERE;48.3456851692,-3.63011278827
PRIMELIN;29228;FINISTERE;48.0287724431,-4.60550316515
QUEMENEVEN;29229;FINISTERE;48.1177103984,-4.14400654798
QUERRIEN;29230;FINISTERE;47.9553937645,-3.54781313088
QUIMPER;29232;FINISTERE;47.9971425162,-4.09111944455
QUIMPERLE;29233;FINISTERE;47.8561303355,-3.55642894655
REDENE;29234;FINISTERE;47.8554814745,-3.48681564705
LE RELECQ-KERHUON;29235;FINISTERE;48.403174987,-4.40146737314
RIEC-SUR-BELON;29236;FINISTERE;47.8492219169,-3.69069464862
LA ROCHE-MAURICE;29237;FINISTERE;48.4731568512,-4.19434003063
ROSCANVEL;29238;FINISTERE;48.3183736714,-4.55863270014
ROSCOFF;29239;FINISTERE;48.7123362901,-3.989722876
ROSNOEN;29240;FINISTERE;48.2716564234,-4.19913863918
ROSPORDEN;29241;FINISTERE;47.9583041483,-3.80153477736
SAINT-COULITZ;29243;FINISTERE;48.1819241474,-4.06727219736
SAINT-DERRIEN;29244;FINISTERE;48.5448011454,-4.1857054177
SAINT-DIVY;29245;FINISTERE;48.454416666,-4.33069811028
SAINT-ELOY;29246;FINISTERE;48.3633240509,-4.11570482602
SAINT-EVARZEC;29247;FINISTERE;47.9541694305,-4.00984047973
SAINT-FREGANT;29248;FINISTERE;48.5988235193,-4.37368796467
SAINT-GOAZEC;29249;FINISTERE;48.1512436347,-3.76561570465
SAINT-HERNIN;29250;FINISTERE;48.2085491476,-3.61083616524
SAINT-JEAN-DU-DOIGT;29251;FINISTERE;48.6703251838,-3.76283111411
SAINT-JEAN-TROLIMON;29252;FINISTERE;47.8682602746,-4.30993250083
SAINT-MARTIN-DES-CHAMPS;29254;FINISTERE;48.5757887631,-3.85616057853
SAINT-MEEN;29255;FINISTERE;48.5552363692,-4.25945997316
SAINT-NIC;29256;FINISTERE;48.2101254198,-4.28068132169
SAINT-PABU;29257;FINISTERE;48.5627924623,-4.62029383485
SAINT-POL-DE-LEON;29259;FINISTERE;48.6727716649,-3.98863587243
SAINT-RENAN;29260;FINISTERE;48.4258372849,-4.62348821209
SAINT-RIVOAL;29261;FINISTERE;48.3495310382,-3.98818824029
SAINT-SAUVEUR;29262;FINISTERE;48.4485765331,-4.00036157147
SAINT-SEGAL;29263;FINISTERE;48.2359944685,-4.07720037055
SAINT-SERVAIS;29264;FINISTERE;48.515337215,-4.15865223031
SAINTE-SEVE;29265;FINISTERE;48.5607905718,-3.88888389593
SAINT-THEGONNEC;29266;FINISTERE;48.5113171528,-3.93813377559
SAINT-THOIS;29267;FINISTERE;48.1533398719,-3.90597828016
SAINT-THONAN;29268;FINISTERE;48.4765748709,-4.32223178766
SAINT-THURIEN;29269;FINISTERE;47.9568349353,-3.62002977712
SAINT-URBAIN;29270;FINISTERE;48.3969194336,-4.22206761804
SAINT-VOUGAY;29271;FINISTERE;48.589150749,-4.1458078023
SAINT-YVI;29272;FINISTERE;47.959882104,-3.93921852098
SANTEC;29273;FINISTERE;48.7000595566,-4.02979290086
SCAER;29274;FINISTERE;48.0279903072,-3.73073835764
SCRIGNAC;29275;FINISTERE;48.4265058611,-3.66856108678
SIBIRIL;29276;FINISTERE;48.6638575511,-4.07209865106
SIZUN;29277;FINISTERE;48.3948012299,-4.04497181745
SPEZET;29278;FINISTERE;48.1857593376,-3.69132351095
TAULE;29279;FINISTERE;48.6041383541,-3.89875729836
TELGRUC-SUR-MER;29280;FINISTERE;48.2337280531,-4.35717463573
TOURCH;29281;FINISTERE;48.0265824234,-3.82409792498
TREBABU;29282;FINISTERE;48.3698825588,-4.73292975114
TREFFIAGAT;29284;FINISTERE;47.8049042408,-4.2597485124
TREFLAOUENAN;29285;FINISTERE;48.6266043642,-4.1001544022
TREFLEVENEZ;29286;FINISTERE;48.4147323372,-4.17573320036
TREFLEZ;29287;FINISTERE;48.6265878475,-4.25742484616
TREGARANTEC;29288;FINISTERE;48.549214184,-4.28952698165
TREGARVAN;29289;FINISTERE;48.2369590372,-4.23152835996
TREGLONOU;29290;FINISTERE;48.5473507088,-4.54852998212
TREGOUREZ;29291;FINISTERE;48.1057268762,-3.87130739986
TREGUENNEC;29292;FINISTERE;47.8842839467,-4.33896722365
TREGUNC;29293;FINISTERE;47.8380684896,-3.8408529946
LE TREHOU;29294;FINISTERE;48.3938578197,-4.12922038869
TREMAOUEZAN;29295;FINISTERE;48.5091527499,-4.25573982304
TREMEOC;29296;FINISTERE;47.9067997461,-4.21984168318
TREMEVEN;29297;FINISTERE;47.9020408602,-3.52520567711
TREOGAT;29298;FINISTERE;47.9104620726,-4.34010514157
TREOUERGAT;29299;FINISTERE;48.495243067,-4.60294644618
LE TREVOUX;29300;FINISTERE;47.8886988261,-3.65660819595
TREZILIDE;29301;FINISTERE;48.609955967,-4.08366655408
PONT-DE-BUIS-LES-QUIMERCH;29302;FINISTERE;48.2755785211,-4.10701817475
AIGALIERS;30001;GARD;44.0695522099,4.31087905786
AIGREMONT;30002;GARD;43.9613248241,4.11795546515
AIGUES-MORTES;30003;GARD;43.5507249635,4.18349802063
AIGUES-VIVES;30004;GARD;43.7345579232,4.19079446148
AIGUEZE;30005;GARD;44.3160186564,4.51739879151
AIMARGUES;30006;GARD;43.6717803693,4.20375100125
ALES;30007;GARD;44.1250099126,4.08828501262
ALLEGRE-LES-FUMADES;30008;GARD;44.1976013658,4.25339592955
ALZON;30009;GARD;43.9742117823,3.44750179641
ANDUZE;30010;GARD;44.0507893674,3.97484165309
LES ANGLES;30011;GARD;43.946680289,4.75255256222
ARAMON;30012;GARD;43.904199015,4.68302001901
ARGILLIERS;30013;GARD;43.9815740047,4.49083337312
ARPAILLARGUES-ET-AUREILLAC;30014;GARD;43.9996930612,4.36386339286
ARPHY;30015;GARD;44.0416960777,3.58679644026
ARRE;30016;GARD;43.9579987719,3.51894390176
ARRIGAS;30017;GARD;43.9902038605,3.48117676072
ASPERES;30018;GARD;43.806765526,4.03867369104
AUBAIS;30019;GARD;43.7490254454,4.1457680936
AUBORD;30020;GARD;43.7512111654,4.31715969164
AUBUSSARGUES;30021;GARD;44.0100150626,4.32604375511
AUJAC;30022;GARD;44.3551368588,4.01860850568
AUJARGUES;30023;GARD;43.7914361164,4.1286879695
AULAS;30024;GARD;43.9989798888,3.58716072515
AUMESSAS;30025;GARD;44.0113365754,3.51374005993
AVEZE;30026;GARD;43.9759439124,3.59883235381
BAGARD;30027;GARD;44.070391573,4.04387785111
BAGNOLS-SUR-CEZE;30028;GARD;44.1622496736,4.62477380854
BARJAC;30029;GARD;44.3122415211,4.34841481782
BARON;30030;GARD;44.0555735383,4.2751122058
LA BASTIDE-D'ENGRAS;30031;GARD;44.0933546759,4.47729781673
BEAUCAIRE;30032;GARD;43.7797429509,4.59380296865
BEAUVOISIN;30033;GARD;43.6962644399,4.32219796472
BELLEGARDE;30034;GARD;43.7518139903,4.49573824509
BELVEZET;30035;GARD;44.0908103949,4.3554328805
BERNIS;30036;GARD;43.7713363574,4.28342960175
BESSEGES;30037;GARD;44.290395291,4.10784015546
BEZ-ET-ESPARON;30038;GARD;43.9789082922,3.5343559846
BEZOUCE;30039;GARD;43.8745362306,4.50048572074
BLANDAS;30040;GARD;43.9210570231,3.50734376894
BLAUZAC;30041;GARD;43.9671760777,4.37507310101
BOISSET-ET-GAUJAC;30042;GARD;44.0479381794,4.02713622056
BOISSIERES;30043;GARD;43.7701911242,4.22986261144
BONNEVAUX;30044;GARD;44.3722246824,4.03585510313
BORDEZAC;30045;GARD;44.3169443278,4.08675409339
BOUCOIRAN-ET-NOZIERES;30046;GARD;43.9938436911,4.17905217935
BOUILLARGUES;30047;GARD;43.801618461,4.4344842541
BOUQUET;30048;GARD;44.1534538358,4.29248194802
BOURDIC;30049;GARD;43.978017691,4.33488113527
BRAGASSARGUES;30050;GARD;43.9187684688,4.04532393955
BRANOUX-LES-TAILLADES;30051;GARD;44.2285932438,3.97464747718
BREAU-ET-SALAGOSSE;30052;GARD;44.0295400705,3.55673412919
BRIGNON;30053;GARD;43.9965615202,4.21356610961
BROUZET-LES-QUISSAC;30054;GARD;43.863135128,3.98371432291
BROUZET-LES-ALES;30055;GARD;44.1326190305,4.2508193223
LA BRUGUIERE;30056;GARD;44.1032125221,4.40195083358
CABRIERES;30057;GARD;43.9078732541,4.46681487399
LA CADIERE-ET-CAMBO;30058;GARD;43.9631178166,3.80678957516
LE CAILAR;30059;GARD;43.6585975961,4.24246060862
CAISSARGUES;30060;GARD;43.7920118667,4.39549848347
LA CALMETTE;30061;GARD;43.9263163144,4.26355372914
CALVISSON;30062;GARD;43.7876770094,4.18871767018
CAMPESTRE-ET-LUC;30064;GARD;43.9384282987,3.40041205655
CANAULES-ET-ARGENTIERES;30065;GARD;43.9793142432,4.04842734125
CANNES-ET-CLAIRAN;30066;GARD;43.9112568752,4.08467380189
LA CAPELLE-ET-MASMOLENE;30067;GARD;44.0473024322,4.53174105946
CARDET;30068;GARD;44.014875409,4.08912365782
CARNAS;30069;GARD;43.8280194179,3.99134225562
CARSAN;30070;GARD;44.2303398227,4.58526557136
CASSAGNOLES;30071;GARD;44.0194347617,4.1266907842
CASTELNAU-VALENCE;30072;GARD;44.0090295193,4.24382330483
CASTILLON-DU-GARD;30073;GARD;43.9781824573,4.55612573863
CAUSSE-BEGON;30074;GARD;44.0660478253,3.35485547926
CAVEIRAC;30075;GARD;43.8338668617,4.2678579617
CAVILLARGUES;30076;GARD;44.1170150817,4.51753065913
CENDRAS;30077;GARD;44.150716856,4.03567283331
CHAMBON;30079;GARD;44.3064594979,4.01942334563
CHAMBORIGAUD;30080;GARD;44.299833692,3.96212811106
CHUSCLAN;30081;GARD;44.1543328002,4.6882962223
CLARENSAC;30082;GARD;43.8371741031,4.22473221709
CODOGNAN;30083;GARD;43.7226508777,4.2269417423
CODOLET;30084;GARD;44.1274492778,4.70097099002
COLLIAS;30085;GARD;43.9490522277,4.47176606244
COLLORGUES;30086;GARD;44.0163774455,4.28741311644
COLOGNAC;30087;GARD;44.0327998105,3.81596701649
COMBAS;30088;GARD;43.8583420282,4.12087764486
COMPS;30089;GARD;43.848697153,4.59238144538
CONCOULES;30090;GARD;44.374273791,3.94567245426
CONGENIES;30091;GARD;43.7752563981,4.15881236462
CONNAUX;30092;GARD;44.0769164231,4.59924544378
CONQUEYRAC;30093;GARD;43.938263941,3.90634952219
CORBES;30094;GARD;44.0747158788,3.95441606687
CORCONNE;30095;GARD;43.8722496037,3.9404508858
CORNILLON;30096;GARD;44.2191528402,4.49474987476
COURRY;30097;GARD;44.3027020253,4.16098011589
CRESPIAN;30098;GARD;43.8837508539,4.11149749514
CROS;30099;GARD;44.0012514545,3.82331277161
CRUVIERS-LASCOURS;30100;GARD;44.0122958419,4.19264442539
DEAUX;30101;GARD;44.0696746429,4.15790538028
DIONS;30102;GARD;43.9259952676,4.29189609942
DOMAZAN;30103;GARD;43.9372823194,4.6563619676
DOMESSARGUES;30104;GARD;43.9732979744,4.16569285159
DOURBIES;30105;GARD;44.0634660378,3.4803051398
DURFORT-ET-SAINT-MARTIN-DE-SOSSENAC;30106;GARD;43.9854341188,3.95398099207
ESTEZARGUES;30107;GARD;43.9542198084,4.63596567123
L'ESTRECHURE;30108;GARD;44.0974192863,3.78792074378
EUZET;30109;GARD;44.0738028889,4.23568352437
FLAUX;30110;GARD;44.0133314652,4.51091483883
FOISSAC;30111;GARD;44.0356153911,4.2996904256
FONS;30112;GARD;43.9072744554,4.18054520529
FONS-SUR-LUSSAN;30113;GARD;44.1854366663,4.32720441708
FONTANES;30114;GARD;43.8315622077,4.09323827432
FONTARECHES;30115;GARD;44.1163250744,4.43122211916
FOURNES;30116;GARD;43.9332827518,4.60385526319
FOURQUES;30117;GARD;43.7116543785,4.54884323842
FRESSAC;30119;GARD;43.9964171524,3.9209656443
GAGNIERES;30120;GARD;44.315356746,4.12257109543
GAILHAN;30121;GARD;43.8468404118,4.02923303341
GAJAN;30122;GARD;43.8985088246,4.22564270538
GALLARGUES-LE-MONTUEUX;30123;GARD;43.716675484,4.17183197752
LE GARN;30124;GARD;44.3130601565,4.46524537631
GARONS;30125;GARD;43.7717357731,4.43848561872
GARRIGUES-SAINTE-EULALIE;30126;GARD;43.9879024392,4.30556472108
GAUJAC;30127;GARD;44.0759473205,4.57117388121
GENERAC;30128;GARD;43.7236593605,4.35870073363
GENERARGUES;30129;GARD;44.0802693972,3.99219597696
GENOLHAC;30130;GARD;44.3439338933,3.95189024113
GOUDARGUES;30131;GARD;44.2089882991,4.43936949575
LA GRAND-COMBE;30132;GARD;44.2271512171,4.02984902103
LE GRAU-DU-ROI;30133;GARD;43.5072810882,4.16622948662
ISSIRAC;30134;GARD;44.2705463056,4.47679766776
JONQUIERES-SAINT-VINCENT;30135;GARD;43.8279005842,4.55775920877
JUNAS;30136;GARD;43.7615067362,4.11752159876
LAMELOUZE;30137;GARD;44.1973231084,3.96216462612
LANGLADE;30138;GARD;43.8045117845,4.25533661815
LANUEJOLS;30139;GARD;44.1272274287,3.37586274913
LASALLE;30140;GARD;44.0428979358,3.85182045128
